scenario,scenario_name,run_id,seed,submitted_tx,routed_tx,finality_certificates,receipts,reward_events,total_reward,quarantine_events,reconfiguration_events,evidence_events,active_validators,quarantined_validators,finality_success_rate,receipt_success_rate,throughput,mean_finality_latency,mean_receipt_latency,cross_shard_ratio,shard1_load,shard2_load,shard_load_std,reward_gini,reward_hhi,owner_concentration,nakamoto_coefficient,malicious_committee_probability
Q2,High-load Qtum mobile dApp,26,3499,381,381,372,366,1098,5490,0,2,1134,16,0,97.6378,96.063,3.3905,17.9656,23.4462,17.0604,143.372,143.9226,0.2753,32.3934,28.0387,39.0164,1,0.0
Q2,High-load Qtum mobile dApp,27,3500,480,480,474,464,1392,6960,0,2,1434,16,0,98.75,96.6667,3.4118,18.0144,23.4661,18.75,151.1666,151.848,0.3407,27.6724,22.0409,31.2931,2,0.0
Q2,High-load Qtum mobile dApp,28,3501,448,448,436,424,1272,6360,0,2,1332,16,0,97.3214,94.6429,3.3403,18.5275,24.0053,24.3304,160.3368,160.0772,0.1298,25.0,30.1246,38.1132,1,0.0
Q2,High-load Qtum mobile dApp,29,3502,461,461,454,444,1332,6660,0,2,1376,16,0,98.4816,96.3124,3.3993,18.0615,23.577,18.6551,156.5053,156.0126,0.2464,27.9279,22.0643,31.6216,2,0.0
Q2,High-load Qtum mobile dApp,30,3503,461,461,451,440,1320,6600,0,2,1373,16,0,97.8308,95.4447,3.3686,18.2459,23.722,21.2581,161.6597,161.4014,0.1292,30.0606,22.4655,34.3636,1,0.0
Q2,High-load Qtum mobile dApp,31,3504,419,419,414,405,1215,6075,0,2,1252,16,0,98.8067,96.6587,3.4115,18.04,23.592,18.1384,149.8364,149.762,0.0372,26.963,24.6859,35.5556,1,0.0
Q2,High-load Qtum mobile dApp,32,3505,499,499,484,470,1410,7050,0,2,1482,16,0,96.994,94.1884,3.3243,18.0849,23.4836,20.2405,174.947,175.1023,0.0776,29.4468,22.3123,33.5745,1,0.0
Q2,High-load Qtum mobile dApp,33,3506,507,507,499,488,1464,7320,0,2,1513,16,0,98.4221,96.2525,3.3971,18.096,23.5979,19.3294,187.7347,187.6186,0.0581,30.2459,34.0027,40.3279,1,0.0
Q2,High-load Qtum mobile dApp,34,3507,476,476,468,454,1362,6810,0,2,1420,16,0,98.3193,95.3782,3.3663,17.8921,23.4677,15.7563,161.2394,161.8075,0.2841,25.1278,24.0994,32.1145,2,0.0
Q2,High-load Qtum mobile dApp,35,3508,482,482,472,461,1383,6915,0,2,1436,16,0,97.9253,95.6432,3.3756,18.2862,23.7589,21.1618,167.7731,168.075,0.1509,28.8431,22.1914,32.7983,2,0.0
Q2,High-load Qtum mobile dApp,36,3509,487,487,480,473,1419,7095,0,2,1454,16,0,98.5626,97.1253,3.428,18.2775,23.7443,21.7659,183.3521,182.6013,0.3754,32.0507,28.0006,39.8732,1,0.0
Q2,High-load Qtum mobile dApp,37,3510,510,510,505,499,1497,7485,0,2,1525,16,0,99.0196,97.8431,3.4533,17.9808,23.5106,17.0588,187.0459,187.6211,0.2876,24.0321,24.0001,30.0601,2,0.0
Q2,High-load Qtum mobile dApp,38,3511,427,427,420,411,1233,6165,0,2,1274,16,0,98.3607,96.2529,3.3972,18.0442,23.5928,16.6276,153.5054,153.2118,0.1468,33.1484,28.3297,42.871,1,0.0
Q2,High-load Qtum mobile dApp,39,3512,492,492,488,477,1431,7155,0,2,1472,16,0,99.187,96.9512,3.4218,17.979,23.5081,17.8862,157.0965,156.6355,0.2305,26.7156,22.0001,30.0629,2,0.0
Q2,High-load Qtum mobile dApp,40,3513,416,416,405,395,1185,5925,0,2,1237,16,0,97.3558,94.9519,3.3512,18.175,23.6441,20.4327,152.1616,152.1131,0.0242,29.0886,22.237,33.1139,2,0.0
Q2,High-load Qtum mobile dApp,41,3514,442,442,433,422,1266,6330,0,2,1317,16,0,97.9638,95.4751,3.3697,18.1444,23.6455,18.552,157.6671,158.3111,0.322,29.763,22.3874,33.981,1,0.0
Q2,High-load Qtum mobile dApp,42,3515,437,437,433,427,1281,6405,0,2,1307,16,0,99.0847,97.7117,3.4486,18.179,23.6258,19.222,163.1207,163.6656,0.2725,24.7869,24.0484,31.4754,2,0.0
Q2,High-load Qtum mobile dApp,43,3516,466,466,461,445,1335,6675,0,2,1393,16,0,98.927,95.4936,3.3704,18.247,23.7747,21.6738,153.2453,153.6733,0.214,24.4674,24.0171,30.8764,2,0.0
Q2,High-load Qtum mobile dApp,44,3517,453,453,449,444,1332,6660,0,2,1355,16,0,99.117,98.0132,3.4593,18.1608,23.7194,20.9713,162.0826,161.8979,0.0924,27.1922,22.0112,30.6757,2,0.0
Q2,High-load Qtum mobile dApp,45,3518,399,399,393,381,1143,5715,0,2,1191,16,0,98.4962,95.4887,3.3702,18.1059,23.6993,19.5489,146.1253,145.8729,0.1262,30.035,22.4585,34.3307,1,0.0
Q2,High-load Qtum mobile dApp,46,3519,427,427,418,408,1224,6120,0,2,1272,16,0,97.8923,95.5504,3.3724,18.0512,23.6309,18.267,160.7592,161.147,0.1939,27.4673,22.0259,31.0294,2,0.0
Q2,High-load Qtum mobile dApp,47,3520,399,399,395,391,1173,5865,0,2,1193,16,0,98.9975,97.995,3.4586,18.158,23.6345,19.0476,136.4935,136.4862,0.0036,32.5115,28.0654,41.2788,1,0.0
Q2,High-load Qtum mobile dApp,48,3521,407,407,400,390,1170,5850,0,2,1214,16,0,98.2801,95.8231,3.382,17.8841,23.3961,15.7248,156.0071,156.4618,0.2274,27.3846,22.0208,30.9231,2,0.0
Q2,High-load Qtum mobile dApp,49,3522,377,377,370,366,1098,5490,0,2,1124,16,0,98.1432,97.0822,3.4264,18.0677,23.68,20.4244,135.2664,134.8803,0.1931,29.7268,22.3784,33.9344,1,0.0
Q2,High-load Qtum mobile dApp,50,3523,370,370,364,359,1077,5385,0,2,1104,16,0,98.3784,97.027,3.4245,18.0263,23.5129,17.2973,142.114,142.2136,0.0498,24.9359,24.0684,31.7549,2,0.0
Q2,High-load Qtum mobile dApp,51,3524,438,438,433,430,1290,6450,0,2,1309,16,0,98.8584,98.1735,3.4649,18.0723,23.4888,16.895,159.8166,159.6612,0.0777,24.2233,24.0039,30.4186,2,0.0
Q2,High-load Qtum mobile dApp,52,3525,458,458,444,436,1308,6540,0,2,1360,16,0,96.9432,95.1965,3.3599,18.0371,23.584,18.1223,155.8948,155.6263,0.1342,28.4862,22.1338,32.3394,2,0.0
Q2,High-load Qtum mobile dApp,53,3526,426,426,420,413,1239,6195,0,2,1272,16,0,98.5915,96.9484,3.4217,18.0796,23.6555,18.3099,154.4848,154.2494,0.1177,28.7571,22.1766,32.6877,2,0.0
Q2,High-load Qtum mobile dApp,54,3527,446,446,436,425,1275,6375,0,2,1328,16,0,97.7578,95.2915,3.3632,17.9075,23.3818,16.8161,156.0751,156.4546,0.1897,30.2353,22.5146,34.5882,1,0.0
Q2,High-load Qtum mobile dApp,55,3528,363,363,356,350,1050,5250,0,2,1082,16,0,98.0716,96.4187,3.403,18.2468,23.6718,20.9366,144.7992,145.3171,0.259,32.8686,28.1886,42.1714,1,0.0
Q2,High-load Qtum mobile dApp,56,3529,377,377,372,361,1083,5415,0,2,1126,16,0,98.6737,95.756,3.3796,18.1386,23.6414,19.0981,133.8423,133.9333,0.0455,26.7922,24.6091,35.2355,1,0.0
Q2,High-load Qtum mobile dApp,57,3530,462,462,456,445,1335,6675,0,2,1380,16,0,98.7013,96.3203,3.3995,17.9759,23.4148,17.7489,142.4718,142.7683,0.1483,27.0337,22.0054,30.4719,2,0.0
Q2,High-load Qtum mobile dApp,58,3531,437,437,433,429,1287,6435,0,2,1307,16,0,99.0847,98.1693,3.4648,18.2868,23.7514,21.0526,163.2515,163.2603,0.0044,27.7001,22.0432,31.3287,2,0.0
Q2,High-load Qtum mobile dApp,59,3532,514,514,508,501,1503,7515,0,2,1536,16,0,98.8327,97.4708,3.4401,17.997,23.4759,18.0934,183.6989,184.2587,0.2799,32.1756,28.0077,39.5609,1,0.0
Q2,High-load Qtum mobile dApp,60,3533,450,450,446,440,1320,6600,0,2,1346,16,0,99.1111,97.7778,3.451,18.2845,23.7388,22.2222,155.9739,155.742,0.1159,32.2545,28.0162,39.3636,1,0.0
Q2,High-load Qtum mobile dApp,61,3534,361,361,354,347,1041,5205,0,2,1076,16,0,98.0609,96.1219,3.3925,18.0992,23.6652,18.5596,140.647,141.2021,0.2775,28.4822,22.1332,32.3343,2,0.0
Q2,High-load Qtum mobile dApp,62,3535,431,431,426,416,1248,6240,0,2,1288,16,0,98.8399,96.5197,3.4066,17.9968,23.4891,15.0812,149.8677,150.4252,0.2787,40.7692,40.0092,60.0,1,0.0
Q2,High-load Qtum mobile dApp,63,3536,520,520,512,500,1500,7500,0,2,1552,16,0,98.4615,96.1538,3.3937,18.1559,23.6858,20.0,172.223,172.0897,0.0666,26.76,22.0004,30.12,2,0.0
Q2,High-load Qtum mobile dApp,64,3537,454,454,445,436,1308,6540,0,2,1353,16,0,98.0176,96.0352,3.3895,18.0619,23.5542,16.9604,157.7501,157.7984,0.0241,29.7706,22.3893,33.9908,1,0.0
Q2,High-load Qtum mobile dApp,65,3538,481,481,472,463,1389,6945,0,2,1434,16,0,98.1289,96.2578,3.3973,18.0258,23.5004,18.2952,174.1634,174.4917,0.1642,25.2786,24.1277,32.3974,2,0.0
Q2,High-load Qtum mobile dApp,66,3539,506,506,499,492,1476,7380,0,2,1511,16,0,98.6166,97.2332,3.4318,18.1256,23.6971,19.5652,186.2394,186.5972,0.1789,26.9512,22.0033,30.3659,2,0.0
Q2,High-load Qtum mobile dApp,67,3540,379,379,368,359,1077,5385,0,2,1126,16,0,97.0976,94.723,3.3432,17.8069,23.3904,16.3588,147.4144,147.4519,0.0187,28.5515,22.1436,32.4234,2,0.0
Q2,High-load Qtum mobile dApp,68,3541,401,401,396,388,1164,5820,0,2,1198,16,0,98.7531,96.7581,3.415,18.0936,23.5833,19.9501,146.1511,146.1783,0.0136,30.1546,22.4916,34.4845,1,0.0
Q2,High-load Qtum mobile dApp,69,3542,511,511,500,493,1479,7395,0,2,1522,16,0,97.8474,96.4775,3.4051,18.1191,23.5932,19.3738,159.8243,159.0979,0.3632,28.3232,22.1109,32.1298,2,0.0
Q2,High-load Qtum mobile dApp,70,3543,498,498,490,476,1428,7140,0,2,1486,16,0,98.3936,95.5823,3.3735,18.1489,23.6248,19.0763,164.2022,164.2436,0.0207,27.0588,22.0062,30.5042,2,0.0
Q2,High-load Qtum mobile dApp,71,3544,450,450,440,427,1281,6405,0,2,1340,16,0,97.7778,94.8889,3.349,18.0734,23.6128,19.5556,156.5887,156.6708,0.041,32.9555,28.2282,42.3888,1,0.0
Q2,High-load Qtum mobile dApp,72,3545,449,449,439,428,1284,6420,0,2,1337,16,0,97.7728,95.3229,3.3643,18.2243,23.7227,20.0445,158.439,157.8108,0.3141,28.6293,22.1556,32.5234,2,0.0
Q2,High-load Qtum mobile dApp,73,3546,506,506,501,493,1479,7395,0,2,1513,16,0,99.0119,97.4308,3.4387,18.2104,23.6878,19.9605,181.2321,180.8249,0.2036,27.4713,22.0262,31.0345,2,0.0
Q2,High-load Qtum mobile dApp,74,3547,511,511,500,492,1476,7380,0,2,1522,16,0,97.8474,96.2818,3.3982,17.9704,23.4998,17.8082,174.4928,174.2869,0.103,27.8049,22.0523,31.4634,2,0.0
Q2,High-load Qtum mobile dApp,75,3548,433,433,425,419,1257,6285,0,2,1291,16,0,98.1524,96.7667,3.4153,18.4956,23.9817,24.4804,145.8879,146.1961,0.1541,32.4391,28.0482,38.9021,1,0.0
Q2,High-load Qtum mobile dApp,76,3549,466,466,457,445,1335,6675,0,2,1389,16,0,98.0687,95.4936,3.3704,18.1553,23.635,21.6738,170.5811,170.5845,0.0017,28.7116,22.169,32.6292,2,0.0
Q2,High-load Qtum mobile dApp,77,3550,401,401,395,387,1161,5805,0,2,1197,16,0,98.5037,96.5087,3.4062,18.0565,23.5107,18.7032,146.3722,145.5598,0.4062,11.5116,26.1828,33.0233,2,0.0
Q2,High-load Qtum mobile dApp,78,3551,414,414,406,400,1200,6000,0,2,1234,16,0,98.0676,96.6184,3.4101,18.317,23.852,21.7391,153.7807,153.2485,0.2661,27.8333,22.055,31.5,2,0.0
Q2,High-load Qtum mobile dApp,79,3552,428,428,415,410,1230,6150,0,2,1271,16,0,96.9626,95.7944,3.381,18.0812,23.6281,19.8598,164.805,164.7889,0.0081,32.1561,28.0061,39.6098,1,0.0
Q2,High-load Qtum mobile dApp,80,3553,504,504,492,480,1440,7200,0,2,1500,16,0,97.619,95.2381,3.3613,18.0623,23.5983,19.246,172.5179,172.3839,0.067,42.2667,40.0803,60.0,1,0.0
Q2,High-load Qtum mobile dApp,81,3554,445,445,437,431,1293,6465,0,2,1327,16,0,98.2022,96.8539,3.4184,18.139,23.7227,20.0,155.8077,156.5592,0.3757,28.3449,22.1138,32.1578,2,0.0
Q2,High-load Qtum mobile dApp,82,3555,423,423,416,410,1230,6150,0,2,1262,16,0,98.3452,96.9267,3.4209,18.1645,23.6315,21.2766,134.7773,134.6965,0.0404,32.1171,28.0034,40.2927,1,0.0
Q2,High-load Qtum mobile dApp,83,3556,454,454,445,442,1326,6630,0,2,1353,16,0,98.0176,97.3568,3.4361,18.0999,23.6183,19.163,163.3288,163.6035,0.1374,24.8688,24.059,31.629,2,0.0
Q2,High-load Qtum mobile dApp,84,3557,361,361,355,352,1056,5280,0,2,1077,16,0,98.338,97.5069,3.4414,18.2266,23.6691,19.9446,130.6752,130.4353,0.1199,24.1818,24.0026,30.3409,2,0.0
Q2,High-load Qtum mobile dApp,85,3558,476,476,468,457,1371,6855,0,2,1420,16,0,98.3193,96.0084,3.3885,18.2389,23.7472,21.4286,169.5219,169.1649,0.1785,29.4748,22.3187,33.6105,1,0.0
Q2,High-load Qtum mobile dApp,86,3559,463,463,458,449,1347,6735,0,2,1384,16,0,98.9201,96.9762,3.4227,18.1304,23.507,17.4946,163.8583,164.0333,0.0875,32.3385,28.0287,40.8463,1,0.0
Q2,High-load Qtum mobile dApp,87,3560,436,436,427,421,1263,6315,0,2,1299,16,0,97.9358,96.5596,3.408,18.0947,23.6109,19.4954,157.7764,157.6014,0.0875,24.6461,24.0326,31.2114,2,0.0
Q2,High-load Qtum mobile dApp,88,3561,499,499,492,484,1452,7260,0,2,1490,16,0,98.5972,96.994,3.4233,18.2563,23.8038,20.0401,164.5686,165.041,0.2362,40.4628,40.0033,60.0,1,0.0
Q2,High-load Qtum mobile dApp,89,3562,370,370,361,352,1056,5280,0,2,1101,16,0,97.5676,95.1351,3.3577,18.2347,23.5889,21.3514,148.4519,147.9386,0.2567,42.1818,40.0744,60.0,1,0.0
Q2,High-load Qtum mobile dApp,90,3563,450,450,440,432,1296,6480,0,2,1340,16,0,97.7778,96.0,3.3882,18.314,23.7937,21.5556,168.4268,167.5898,0.4185,28.071,22.0797,31.8056,2,0.0
Q2,High-load Qtum mobile dApp,91,3564,512,512,503,496,1488,7440,0,2,1527,16,0,98.2422,96.875,3.4191,17.9649,23.5242,16.7969,176.4719,176.2442,0.1139,28.4543,22.1291,32.2984,2,0.0
Q2,High-load Qtum mobile dApp,92,3565,499,499,488,474,1422,7110,0,2,1486,16,0,97.7956,94.99,3.3526,18.1003,23.6104,19.4389,162.5256,162.7883,0.1313,26.962,22.0035,30.3797,2,0.0
Q2,High-load Qtum mobile dApp,93,3566,509,509,499,492,1476,7380,0,2,1517,16,0,98.0354,96.6601,3.4115,18.0911,23.6064,18.664,173.9606,174.0901,0.0648,26.7615,22.0004,30.122,2,0.0
Q2,High-load Qtum mobile dApp,94,3567,410,410,403,391,1173,5865,0,2,1223,16,0,98.2927,95.3659,3.3659,17.9987,23.4569,17.0732,151.7826,152.0106,0.114,26.3325,24.425,34.3734,1,0.0
Q2,High-load Qtum mobile dApp,95,3568,364,364,359,352,1056,5280,0,2,1087,16,0,98.6264,96.7033,3.4131,18.1374,23.6826,18.1319,132.3392,131.9881,0.1755,40.6364,40.0063,60.0,1,0.0
Q2,High-load Qtum mobile dApp,96,3569,396,396,390,380,1140,5700,0,2,1182,16,0,98.4848,95.9596,3.3868,17.8467,23.333,15.1515,147.2987,147.3785,0.0399,25.0,30.2827,37.1579,1,0.0
Q2,High-load Qtum mobile dApp,97,3570,453,453,450,444,1332,6660,0,2,1356,16,0,99.3377,98.0132,3.4593,17.9471,23.4546,15.6733,167.1958,166.7359,0.23,41.1532,40.0208,60.0,1,0.0
Q2,High-load Qtum mobile dApp,98,3571,485,485,475,466,1398,6990,0,2,1445,16,0,97.9381,96.0825,3.3911,18.1789,23.6413,20.8247,172.3451,171.9972,0.1739,25.7854,24.249,33.3476,1,0.0
Q2,High-load Qtum mobile dApp,99,3572,388,388,384,378,1134,5670,0,2,1160,16,0,98.9691,97.4227,3.4384,18.1494,23.6101,21.134,148.2333,148.113,0.0602,40.3386,40.0018,60.0,1,0.0
Q2,High-load Qtum mobile dApp,100,3573,428,428,423,416,1248,6240,0,2,1279,16,0,98.8318,97.1963,3.4305,18.1358,23.6131,19.3925,147.9401,148.4749,0.2674,26.891,22.002,30.2885,2,0.0
Q3,Cross-contract/cross-shard Qtum request,1,10206,302,302,297,293,879,4395,0,2,901,14,0,98.3444,97.0199,2.9106,19.8103,25.3844,47.351,143.2198,143.8041,0.2922,25.1468,24.1027,32.1502,2,0.0
Q3,Cross-contract/cross-shard Qtum request,2,10207,250,250,243,237,711,3555,0,2,743,14,0,97.2,94.8,2.37,19.6475,25.2372,46.4,115.4984,115.4978,0.0003,42.6329,40.1083,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,3,10208,269,269,261,259,777,3885,0,2,799,14,0,97.026,96.2825,2.59,19.8088,25.2786,47.5836,109.2571,109.5808,0.1619,25.0502,24.0862,31.9691,2,0.0
Q3,Cross-contract/cross-shard Qtum request,4,10209,306,306,300,295,885,4425,0,2,912,14,0,98.0392,96.4052,2.8922,19.553,25.0682,43.7908,127.9149,128.4867,0.2859,30.3842,22.5584,34.7797,1,0.0
Q3,Cross-contract/cross-shard Qtum request,5,10210,270,270,261,258,774,3870,0,2,801,14,0,96.6667,95.5556,2.58,19.7963,25.3278,48.5185,117.8515,117.7047,0.0734,42.2326,40.0779,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,6,10211,285,285,278,273,819,4095,0,2,848,14,0,97.5439,95.7895,2.73,20.0398,25.5665,50.8772,126.2447,126.1664,0.0392,32.0879,28.0019,39.7802,1,0.0
Q3,Cross-contract/cross-shard Qtum request,7,10212,284,284,272,269,807,4035,0,2,840,14,0,95.7746,94.7183,2.69,19.637,25.0793,46.4789,128.6191,128.1062,0.2565,24.2974,24.0069,30.5576,2,0.0
Q3,Cross-contract/cross-shard Qtum request,8,10213,271,271,267,259,777,3885,0,2,809,14,0,98.524,95.572,2.59,19.8168,25.3316,46.1255,126.0048,126.2261,0.1106,30.1802,22.4988,34.5174,1,0.0
Q3,Cross-contract/cross-shard Qtum request,9,10214,232,232,226,221,663,3315,0,2,690,14,0,97.4138,95.2586,2.21,19.7328,25.2956,48.7069,117.856,118.1346,0.1393,24.9412,24.0692,31.7647,2,0.0
Q3,Cross-contract/cross-shard Qtum request,10,10215,241,241,233,225,675,3375,0,2,715,14,0,96.6805,93.361,2.25,19.7579,25.3311,48.9627,103.2012,103.5587,0.1787,27.1852,22.0109,30.6667,2,0.0
Q3,Cross-contract/cross-shard Qtum request,11,10216,338,338,328,320,960,4800,0,2,1004,14,0,97.0414,94.6746,2.8402,19.8205,25.3383,47.3373,128.106,128.5863,0.2401,27.25,22.0137,30.75,2,0.0
Q3,Cross-contract/cross-shard Qtum request,12,10217,311,311,304,297,891,4455,0,2,926,14,0,97.7492,95.4984,2.865,19.8645,25.4075,49.8392,135.0412,135.3092,0.134,33.4276,28.5095,43.569,1,0.0
Q3,Cross-contract/cross-shard Qtum request,13,10218,264,264,255,253,759,3795,0,2,783,14,0,96.5909,95.8333,2.53,20.0323,25.6441,50.7576,124.9546,125.5113,0.2784,25.9605,24.3003,33.6759,1,0.0
Q3,Cross-contract/cross-shard Qtum request,14,10219,326,326,314,306,918,4590,0,2,966,14,0,96.319,93.865,2.816,19.9441,25.3867,49.6933,147.0549,147.543,0.2441,28.9542,22.2115,32.9412,2,0.0
Q3,Cross-contract/cross-shard Qtum request,15,10220,264,264,257,249,747,3735,0,2,785,14,0,97.3485,94.3182,2.49,19.5362,25.0415,43.9394,113.5557,113.1946,0.1806,26.8916,24.6532,35.4217,1,0.0
Q3,Cross-contract/cross-shard Qtum request,16,10221,244,244,239,236,708,3540,0,2,727,14,0,97.9508,96.7213,2.36,19.7049,25.1805,45.9016,111.0581,110.3774,0.3404,32.2712,28.0184,40.678,1,0.0
Q3,Cross-contract/cross-shard Qtum request,17,10222,247,247,242,240,720,3600,0,2,736,14,0,97.9757,97.166,2.4,19.8817,25.3966,47.7733,112.8967,113.4382,0.2707,27.6,25.0125,36.75,1,0.0
Q3,Cross-contract/cross-shard Qtum request,18,10223,297,297,290,287,861,4305,0,2,884,14,0,97.6431,96.633,2.87,19.7016,25.176,45.7912,132.2235,132.5681,0.1723,40.6132,40.0059,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,19,10224,245,245,229,224,672,3360,0,2,719,14,0,93.4694,91.4286,2.24,19.4996,25.0269,45.7143,125.1263,125.4892,0.1814,24.2857,24.0064,30.5357,2,0.0
Q3,Cross-contract/cross-shard Qtum request,20,10225,282,282,268,262,786,3930,0,2,832,14,0,95.0355,92.9078,2.62,19.9312,25.4526,50.3546,133.7559,134.3215,0.2828,26.9313,24.6713,35.4962,1,0.0
Q3,Cross-contract/cross-shard Qtum request,21,10226,236,236,227,218,654,3270,0,2,699,14,0,96.1864,92.3729,2.18,19.8838,25.3289,48.7288,100.7999,100.723,0.0385,29.0214,22.2241,33.0275,2,0.0
Q3,Cross-contract/cross-shard Qtum request,22,10227,298,298,288,280,840,4200,0,2,884,14,0,96.6443,93.9597,2.8,19.9423,25.3444,50.3356,137.8413,138.0137,0.0862,29.5,22.3244,33.6429,1,0.0
Q3,Cross-contract/cross-shard Qtum request,23,10228,285,285,280,275,825,4125,0,2,850,14,0,98.2456,96.4912,2.75,19.6104,25.0444,44.9123,113.8547,113.5466,0.154,40.5236,40.0043,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,24,10229,292,292,289,283,849,4245,0,2,873,14,0,98.9726,96.9178,2.83,20.0565,25.6343,50.6849,132.0065,131.6079,0.1993,25.0,30.0212,39.2226,1,0.0
Q3,Cross-contract/cross-shard Qtum request,25,10230,232,232,229,224,672,3360,0,2,693,14,0,98.7069,96.5517,2.24,19.8914,25.3533,50.0,108.6349,109.007,0.186,30.625,22.6331,35.0893,1,0.0
Q3,Cross-contract/cross-shard Qtum request,26,10231,256,256,248,243,729,3645,0,2,760,14,0,96.875,94.9219,2.43,19.8853,25.3779,48.4375,127.7781,128.5741,0.398,28.8752,22.1971,32.8395,2,0.0
Q3,Cross-contract/cross-shard Qtum request,27,10232,286,286,282,278,834,4170,0,2,854,14,0,98.6014,97.2028,2.78,19.5639,25.0612,41.6084,124.3907,124.3134,0.0386,32.4029,28.0406,38.9928,1,0.0
Q3,Cross-contract/cross-shard Qtum request,28,10233,262,262,252,249,747,3735,0,2,776,14,0,96.1832,95.0382,2.49,19.4849,24.9376,44.6565,112.1224,112.1855,0.0315,27.1352,22.0089,30.6024,2,0.0
Q3,Cross-contract/cross-shard Qtum request,29,10234,261,261,255,250,750,3750,0,2,777,14,0,97.7011,95.7854,2.5,19.5499,25.1133,43.295,116.6796,117.341,0.3307,24.0,24.0,30.0,2,0.0
Q3,Cross-contract/cross-shard Qtum request,30,10235,293,293,285,278,834,4170,0,2,871,14,0,97.2696,94.8805,2.78,19.9318,25.4226,50.1706,139.1552,139.5575,0.2012,25.2662,24.1253,32.3741,2,0.0
Q3,Cross-contract/cross-shard Qtum request,31,10236,246,246,237,235,705,3525,0,2,729,14,0,96.3415,95.5285,2.35,19.3811,24.966,42.2764,117.3232,118.2453,0.461,29.1489,22.249,33.1915,2,0.0
Q3,Cross-contract/cross-shard Qtum request,32,10237,271,271,266,263,789,3945,0,2,808,14,0,98.155,97.048,2.63,19.8991,25.4066,47.2325,105.6224,104.8426,0.3899,30.2852,34.0036,40.3802,1,0.0
Q3,Cross-contract/cross-shard Qtum request,33,10238,273,273,267,261,783,3915,0,2,813,14,0,97.8022,95.6044,2.61,19.6872,25.1394,46.1538,123.4879,123.7338,0.1229,40.0958,42.0007,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,34,10239,226,226,222,220,660,3300,0,2,674,14,0,98.2301,97.3451,2.2,19.8981,25.3701,49.5575,112.787,113.4516,0.3323,33.2364,28.3821,36.9091,1,0.0
Q3,Cross-contract/cross-shard Qtum request,35,10240,233,233,223,215,645,3225,0,2,689,14,0,95.7082,92.2747,2.15,19.8277,25.3422,48.4979,113.9484,113.9838,0.0177,27.4264,22.0233,30.9767,2,0.0
Q3,Cross-contract/cross-shard Qtum request,36,10241,334,334,320,315,945,4725,0,2,988,14,0,95.8084,94.3114,2.8293,19.6912,25.2342,47.3054,134.2825,134.4138,0.0656,27.3333,22.018,30.8571,2,0.0
Q3,Cross-contract/cross-shard Qtum request,37,10242,230,230,226,222,666,3330,0,2,686,14,0,98.2609,96.5217,2.22,19.6349,25.1872,44.3478,110.7643,110.6058,0.0792,25.5856,24.1964,32.973,2,0.0
Q3,Cross-contract/cross-shard Qtum request,38,10243,286,286,278,271,813,4065,0,2,850,14,0,97.2028,94.7552,2.71,19.9879,25.4527,49.6503,116.2361,116.4966,0.1302,26.7528,22.0003,30.1107,2,0.0
Q3,Cross-contract/cross-shard Qtum request,39,10244,263,263,255,248,744,3720,0,2,781,14,0,96.9582,94.2966,2.48,19.9183,25.3187,50.9506,132.515,132.5264,0.0057,40.129,40.0003,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,40,10245,243,243,233,232,696,3480,0,2,719,14,0,95.8848,95.4733,2.32,19.6825,25.2535,47.7366,100.6567,101.2631,0.3032,24.1379,24.0015,30.2586,2,0.0
Q3,Cross-contract/cross-shard Qtum request,41,10246,326,326,309,299,897,4485,0,2,961,14,0,94.7853,91.7178,2.7515,19.6146,25.0239,46.6258,125.1568,124.7598,0.1985,24.5886,24.0271,31.1037,2,0.0
Q3,Cross-contract/cross-shard Qtum request,42,10247,329,329,317,312,936,4680,0,2,975,14,0,96.3526,94.8328,2.845,19.6399,25.1341,45.2888,129.2673,129.3804,0.0566,25.1282,24.0994,32.1154,2,0.0
Q3,Cross-contract/cross-shard Qtum request,43,10248,339,339,334,328,984,4920,0,2,1012,14,0,98.5251,96.7552,2.9027,19.8501,25.3305,46.0177,146.7138,147.1587,0.2224,25.3659,24.1457,32.561,2,0.0
Q3,Cross-contract/cross-shard Qtum request,44,10249,300,300,289,285,855,4275,0,2,889,14,0,96.3333,95.0,2.85,19.9589,25.5004,50.6667,139.0124,138.614,0.1992,28.2222,22.0978,32.0,2,0.0
Q3,Cross-contract/cross-shard Qtum request,45,10250,317,317,306,296,888,4440,0,2,940,14,0,96.53,93.3754,2.8013,19.768,25.2515,47.6341,135.6932,136.1305,0.2187,32.2703,28.0183,40.6757,1,0.0
Q3,Cross-contract/cross-shard Qtum request,46,10251,322,322,306,301,903,4515,0,2,950,14,0,95.0311,93.4783,2.8043,19.7612,25.2964,47.5155,136.6592,137.1791,0.26,40.6146,42.0302,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,47,10252,254,254,248,245,735,3675,0,2,756,14,0,97.6378,96.4567,2.45,19.8165,25.2577,47.2441,106.7638,106.5083,0.1277,33.0776,28.2903,42.6939,1,0.0
