scenario,scenario_name,run_id,seed,submitted_tx,routed_tx,finality_certificates,receipts,reward_events,total_reward,quarantine_events,reconfiguration_events,evidence_events,active_validators,quarantined_validators,finality_success_rate,receipt_success_rate,throughput,mean_finality_latency,mean_receipt_latency,cross_shard_ratio,shard1_load,shard2_load,shard_load_std,reward_gini,reward_hhi,owner_concentration,nakamoto_coefficient,malicious_committee_probability
Q7,Hot-shard Qtum workload,48,9241,442,442,434,408,1224,6120,0,2,1318,16,0,98.19,92.3077,2.7692,18.4524,23.9487,24.4344,182.8197,182.7695,0.0251,30.3268,22.5413,34.7059,1,0.0
Q7,Hot-shard Qtum workload,49,9242,354,354,350,320,960,4800,0,2,1058,16,0,98.8701,90.3955,2.7119,18.2986,23.7888,21.1864,153.2028,153.0004,0.1012,27.5,24.957,36.5625,1,0.0
Q7,Hot-shard Qtum workload,50,9243,347,347,341,315,945,4725,0,2,1035,16,0,98.2709,90.7781,2.7233,18.4076,23.8455,24.7839,144.0196,144.2027,0.0915,33.854,28.8593,44.6349,1,0.0
Q7,Hot-shard Qtum workload,51,9244,371,371,363,341,1023,5115,0,2,1105,16,0,97.8437,91.9137,2.7574,18.2944,23.8053,24.5283,137.4647,136.9067,0.279,29.4721,22.318,33.607,1,0.0
Q7,Hot-shard Qtum workload,52,9245,437,437,431,396,1188,5940,0,2,1305,16,0,98.627,90.6178,2.7185,18.3879,23.8393,23.341,171.4419,171.1003,0.1708,30.9091,22.7273,35.4545,1,0.0
Q7,Hot-shard Qtum workload,53,9246,389,389,382,356,1068,5340,0,2,1160,16,0,98.2005,91.5167,2.7455,18.4177,23.9394,24.9357,156.4722,156.6033,0.0656,33.1685,28.3414,42.9213,1,0.0
Q7,Hot-shard Qtum workload,54,9247,382,382,371,349,1047,5235,0,2,1135,16,0,97.1204,91.3613,2.7408,18.3606,23.8128,25.9162,153.3785,153.5477,0.0846,32.7106,28.1262,41.7765,1,0.0
Q7,Hot-shard Qtum workload,55,9248,315,315,311,292,876,4380,0,2,941,16,0,98.7302,92.6984,2.781,18.2735,23.8946,20.9524,143.5624,142.8768,0.3428,30.3425,22.546,34.726,1,0.0
Q7,Hot-shard Qtum workload,56,9249,326,326,321,302,906,4530,0,2,973,16,0,98.4663,92.638,2.7791,18.4768,24.0109,24.2331,128.1759,128.7713,0.2977,29.6026,22.3483,33.7748,1,0.0
Q7,Hot-shard Qtum workload,57,9250,330,330,324,301,903,4515,0,2,984,16,0,98.1818,91.2121,2.7364,18.1175,23.5872,20.0,129.449,129.7157,0.1334,33.4086,28.4961,36.4784,1,0.0
Q7,Hot-shard Qtum workload,58,9251,446,446,438,400,1200,6000,0,2,1330,16,0,98.2063,89.6861,2.6906,18.3459,23.8396,23.7668,158.9099,158.5783,0.1658,32.8,28.16,42.0,1,0.0
Q7,Hot-shard Qtum workload,59,9252,419,419,411,389,1167,5835,0,2,1249,16,0,98.0907,92.8401,2.7852,18.4289,23.9068,26.0143,169.6743,169.3615,0.1564,29.7258,22.3781,33.9332,1,0.0
Q7,Hot-shard Qtum workload,60,9253,438,438,423,400,1200,6000,0,2,1299,16,0,96.5753,91.3242,2.7397,18.5256,23.9827,26.7123,178.826,178.1141,0.356,30.9833,22.7529,35.55,1,0.0
Q7,Hot-shard Qtum workload,61,9254,419,419,414,383,1149,5745,0,2,1252,16,0,98.8067,91.4081,2.7422,18.2402,23.7833,21.2411,150.9309,151.2211,0.1451,25.3786,24.1485,32.5849,2,0.0
Q7,Hot-shard Qtum workload,62,9255,386,386,381,356,1068,5340,0,2,1153,16,0,98.7047,92.228,2.7668,18.4451,23.9869,24.0933,146.9391,146.4374,0.2508,26.7865,24.6066,35.2247,1,0.0
Q7,Hot-shard Qtum workload,63,9256,457,457,447,417,1251,6255,0,2,1361,16,0,97.8118,91.2473,2.7374,18.2581,23.8154,22.7571,169.8496,169.9628,0.0566,31.0871,22.7896,35.6835,1,0.0
Q7,Hot-shard Qtum workload,64,9257,349,349,341,317,951,4755,0,2,1039,16,0,97.7077,90.8309,2.7249,18.1791,23.696,21.2034,145.1589,144.9855,0.0867,29.5373,22.333,33.6909,1,0.0
Q7,Hot-shard Qtum workload,65,9258,422,422,414,387,1161,5805,0,2,1258,16,0,98.1043,91.7062,2.7512,18.3033,23.8639,22.0379,161.0666,160.3176,0.3745,29.1387,22.2469,33.1783,2,0.0
Q7,Hot-shard Qtum workload,66,9259,393,393,385,356,1068,5340,0,2,1171,16,0,97.9644,90.5852,2.7176,18.3281,23.8209,23.1552,166.321,166.2939,0.0136,31.2547,22.8506,35.8989,1,0.0
Q7,Hot-shard Qtum workload,67,9260,311,311,305,287,861,4305,0,2,927,16,0,98.0707,92.283,2.7685,18.3222,23.6764,24.1158,145.8036,146.2845,0.2404,28.2114,22.0964,31.9861,2,0.0
Q7,Hot-shard Qtum workload,68,9261,329,329,322,311,933,4665,0,2,980,16,0,97.8723,94.5289,2.8359,18.3395,24.006,20.3647,133.7845,134.1435,0.1795,32.2937,23.2795,37.2347,1,0.0
Q7,Hot-shard Qtum workload,69,9262,427,427,422,399,1197,5985,0,2,1276,16,0,98.829,93.4426,2.8033,18.2441,23.7752,21.0773,165.2707,165.3761,0.0527,26.8421,22.0012,30.2256,2,0.0
Q7,Hot-shard Qtum workload,70,9263,386,386,380,362,1086,5430,0,2,1152,16,0,98.4456,93.7824,2.8135,18.241,23.7507,22.5389,172.1195,172.013,0.0532,26.0331,24.3229,33.8122,1,0.0
Q7,Hot-shard Qtum workload,71,9264,422,422,415,384,1152,5760,0,2,1259,16,0,98.3412,90.9953,2.7299,18.1815,23.5989,18.9573,159.9411,160.4085,0.2337,24.75,24.0439,31.4063,2,0.0
Q7,Hot-shard Qtum workload,72,9265,324,324,319,301,903,4515,0,2,967,16,0,98.4568,92.9012,2.787,18.024,23.504,18.2099,140.4913,140.5117,0.0102,33.2558,23.7544,38.4718,1,0.0
Q7,Hot-shard Qtum workload,73,9266,425,425,415,390,1170,5850,0,2,1265,16,0,97.6471,91.7647,2.7529,18.204,23.7352,21.4118,160.4447,159.924,0.2604,32.1231,28.0038,40.3077,1,0.0
Q7,Hot-shard Qtum workload,74,9267,443,443,435,412,1236,6180,0,2,1321,16,0,98.1941,93.0023,2.7901,18.3161,23.8787,22.7991,164.6734,164.5982,0.0376,33.2427,28.3861,36.8932,1,0.0
Q7,Hot-shard Qtum workload,75,9268,343,343,338,317,951,4755,0,2,1024,16,0,98.5423,92.4198,2.7726,18.4851,23.9316,23.9067,129.5155,129.3804,0.0675,28.654,22.1596,32.5552,2,0.0
Q7,Hot-shard Qtum workload,76,9269,366,366,357,337,1011,5055,0,2,1089,16,0,97.541,92.0765,2.7623,18.3997,23.7999,23.7705,148.0433,147.7181,0.1626,33.0208,28.2605,42.5519,1,0.0
Q7,Hot-shard Qtum workload,77,9270,346,346,341,321,963,4815,0,2,1033,16,0,98.5549,92.7746,2.7832,18.1842,23.8035,20.5202,148.5172,148.0419,0.2376,32.7227,28.1306,41.8069,1,0.0
Q7,Hot-shard Qtum workload,78,9271,326,326,322,297,891,4455,0,2,974,16,0,98.773,91.1043,2.7331,18.4871,23.9617,26.0736,139.6268,139.9714,0.1723,28.3165,22.11,32.1212,2,0.0
Q7,Hot-shard Qtum workload,79,9272,315,315,306,286,858,4290,0,2,936,16,0,97.1429,90.7937,2.7238,18.2559,23.786,20.9524,131.5702,131.8659,0.1478,26.993,22.0043,30.4196,2,0.0
Q7,Hot-shard Qtum workload,80,9273,367,367,363,338,1014,5070,0,2,1097,16,0,98.9101,92.0981,2.7629,18.5013,23.9711,23.7057,158.2457,158.4081,0.0812,31.499,22.9436,36.213,1,0.0
Q7,Hot-shard Qtum workload,81,9274,384,384,381,354,1062,5310,0,2,1149,16,0,99.2188,92.1875,2.7656,18.4094,23.8419,24.7396,166.2859,166.0053,0.1403,27.0734,24.738,35.7627,1,0.0
Q7,Hot-shard Qtum workload,82,9275,315,315,308,292,876,4380,0,2,938,16,0,97.7778,92.6984,2.781,18.4853,23.9684,24.127,130.9854,131.0414,0.028,31.3014,22.868,35.9589,1,0.0
Q7,Hot-shard Qtum workload,83,9276,438,438,431,396,1188,5940,0,2,1307,16,0,98.4018,90.411,2.7123,18.3533,23.9046,22.3744,182.5404,182.5914,0.0255,25.2121,24.1148,32.2727,2,0.0
Q7,Hot-shard Qtum workload,84,9277,437,437,433,405,1215,6075,0,2,1307,16,0,99.0847,92.6773,2.7803,18.1704,23.6769,21.7391,180.102,179.872,0.115,26.5679,24.5152,34.8148,1,0.0
Q7,Hot-shard Qtum workload,85,9278,403,403,395,375,1125,5625,0,2,1201,16,0,98.0149,93.0521,2.7916,18.2892,23.7579,21.0918,155.9074,156.0032,0.0479,32.7022,23.472,37.76,1,0.0
Q7,Hot-shard Qtum workload,86,9279,303,303,297,284,852,4260,0,2,903,16,0,98.0198,93.7294,2.8119,18.2142,23.5541,23.4323,147.5212,147.8895,0.1841,27.7183,25.0801,36.9718,1,0.0
Q7,Hot-shard Qtum workload,87,9280,371,371,365,345,1035,5175,0,2,1107,16,0,98.3827,92.9919,2.7898,18.1606,23.6214,21.0243,145.1247,145.0783,0.0232,27.6812,22.0416,31.3043,2,0.0
Q7,Hot-shard Qtum workload,88,9281,436,436,427,400,1200,6000,0,2,1299,16,0,97.9358,91.7431,2.7523,18.6901,24.2162,27.9817,164.3217,164.3585,0.0184,30.1667,22.495,34.5,1,0.0
Q7,Hot-shard Qtum workload,89,9282,427,427,423,400,1200,6000,0,2,1277,16,0,99.0632,93.6768,2.8103,18.3988,23.9764,24.5902,163.5617,163.2879,0.1369,30.5167,22.5989,34.95,1,0.0
Q7,Hot-shard Qtum workload,90,9283,318,318,313,294,882,4410,0,2,949,16,0,98.4277,92.4528,2.7736,18.3064,23.804,22.327,126.2893,125.7015,0.2939,28.8889,22.1995,32.8571,2,0.0
Q7,Hot-shard Qtum workload,91,9284,333,333,328,301,903,4515,0,2,994,16,0,98.4985,90.3904,2.7117,18.3379,23.7986,23.4234,135.7923,136.088,0.1479,24.3721,24.0108,30.6977,2,0.0
Q7,Hot-shard Qtum workload,92,9285,385,385,377,358,1074,5370,0,2,1147,16,0,97.9221,92.987,2.7896,18.4109,23.851,24.9351,155.3712,155.8497,0.2392,34.0559,29.0566,45.1397,1,0.0
Q7,Hot-shard Qtum workload,93,9286,362,362,357,335,1005,5025,0,2,1081,16,0,98.6188,92.5414,2.7762,18.5272,24.0535,25.1381,156.2759,156.3223,0.0232,30.3582,22.5507,34.7463,1,0.0
Q7,Hot-shard Qtum workload,94,9287,307,307,304,282,846,4230,0,2,918,16,0,99.0228,91.8567,2.7557,18.4905,24.0728,24.7557,143.7405,142.8207,0.4599,27.7447,25.0955,37.0213,1,0.0
Q7,Hot-shard Qtum workload,95,9288,354,354,348,329,987,4935,0,2,1056,16,0,98.3051,92.9379,2.7881,18.4229,23.8926,22.5989,139.9682,139.758,0.1051,29.7163,22.3758,33.921,1,0.0
Q7,Hot-shard Qtum workload,96,9289,423,423,411,387,1161,5805,0,2,1257,16,0,97.1631,91.4894,2.7447,18.2706,23.8149,23.8771,162.2015,161.947,0.1272,30.0388,34.0001,40.0517,1,0.0
Q7,Hot-shard Qtum workload,97,9290,330,330,324,298,894,4470,0,2,984,16,0,98.1818,90.303,2.7091,18.3525,23.7929,22.7273,141.3779,141.792,0.207,27.9732,25.2333,37.4497,1,0.0
Q7,Hot-shard Qtum workload,98,9291,443,443,434,407,1221,6105,0,2,1320,16,0,97.9684,91.8736,2.7562,18.104,23.5826,20.9932,169.0133,169.3868,0.1867,10.4054,26.0131,30.8108,2,0.0
Q7,Hot-shard Qtum workload,99,9292,304,304,297,281,843,4215,0,2,905,16,0,97.6974,92.4342,2.773,18.125,23.5034,19.4079,145.6871,146.1771,0.245,35.274,29.0798,37.7936,1,0.0
Q7,Hot-shard Qtum workload,100,9293,405,405,399,376,1128,5640,0,2,1209,16,0,98.5185,92.8395,2.7852,18.2361,23.75,20.0,146.0555,146.5794,0.262,29.0248,22.2247,33.0319,2,0.0
