scenario_id,scenario,name,metric,n,mean,sd,median,q1,q3,iqr,min,max,ci_low,ci_high,ci_half
4,Q4,Poor connectivity,committee_recoveries,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Q4,Poor connectivity,quarantine_events,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Q4,Poor connectivity,slashing_events,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Q4,Poor connectivity,reward_gini,100,49.99969999999999,5.659116977019998,49.46,46.12,53.44,7.32,34.68,63.36,48.87680841631863,51.12259158368135,1.1228915836813562
4,Q4,Poor connectivity,reward_hhi,100,19.1125,2.6820286212590134,18.455,17.25,20.52,3.2699999999999996,14.39,26.05,18.580327334505792,19.64467266549421,0.5321726654942082
4,Q4,Poor connectivity,nakamoto_coefficient,100,2.59,0.49431107042371025,3.0,2.0,3.0,1.0,2.0,3.0,2.4919179594708445,2.6880820405291552,0.09808204052915533
4,Q4,Poor connectivity,owner_concentration_pct,100,29.261799999999997,5.799220494465988,27.48,24.4,33.9275,9.527500000000003,20.85,44.97,28.11110883888932,30.412491161110676,1.150691161110678
5,Q5,Stake skew,finality_success_pct,100,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0
5,Q5,Stake skew,receipt_success_pct,100,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0
5,Q5,Stake skew,logical_throughput,100,0.451016881558929,0.051627201192846875,0.48,0.3870967741935484,0.4897959183673469,0.10269914417379855,0.38095238095238093,0.5106382978723404,0.44077292478194807,0.4612608383359099,0.010243956776980928
5,Q5,Stake skew,mean_finality_latency,100,19.369999999999997,0.6897894488364913,19.416666666666668,18.916666666666668,19.958333333333332,1.0416666666666643,18.333333333333332,21.083333333333332,19.233130808259315,19.50686919174068,0.13686919174068177
5,Q5,Stake skew,mean_receipt_latency,100,33.58500000000001,1.009371769591381,33.666666666666664,32.916666666666664,34.458333333333336,1.5416666666666714,32.083333333333336,36.083333333333336,33.384718742432405,33.78528125756761,0.2002812575675998
5,Q5,Stake skew,cross_shard_ratio_pct,100,11.91666666666667,5.330675895178662,12.5,8.333333333333334,16.666666666666668,8.333333333333334,4.166666666666667,25.0,10.85894491920401,12.97438841412933,1.0577217474626601
5,Q5,Stake skew,reconfiguration_events,100,0.02,0.14070529413628965,0.0,0.0,0.0,0.0,0.0,1.0,-0.007918982980317884,0.04791898298031788,0.027918982980317884
5,Q5,Stake skew,shard_load_std,100,2.46,1.0863710324755627,2.0,2.0,3.0,1.0,1.0,9.0,2.244440418164955,2.675559581835045,0.215559581835045
5,Q5,Stake skew,eligible_validators,100,10.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0
5,Q5,Stake skew,committee_recoveries,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Q5,Stake skew,quarantine_events,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Q5,Stake skew,slashing_events,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Q5,Stake skew,reward_gini,100,46.9497,4.063736762481974,47.3,45.04,49.4825,4.442500000000003,38.84,56.47,46.14336646290984,47.75603353709016,0.8063335370901641
5,Q5,Stake skew,reward_hhi,100,17.4335,1.4011642885958677,17.37,16.52,18.2,1.6799999999999997,14.91,21.62,17.155478606661056,17.71152139333894,0.2780213933389444
5,Q5,Stake skew,nakamoto_coefficient,100,2.93,0.25643239997624284,3.0,3.0,3.0,0.0,2.0,3.0,2.879118248503115,2.9808817514968853,0.05088175149688494
5,Q5,Stake skew,owner_concentration_pct,100,45.8185,11.050520749647225,46.79,40.06,51.52,11.46,20.51,66.98,43.625836940469256,48.011163059530745,2.192663059530747
6,Q6,Risky/offline,finality_success_pct,100,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0
6,Q6,Risky/offline,receipt_success_pct,100,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0
6,Q6,Risky/offline,logical_throughput,100,0.44695714519163876,0.050781267759407805,0.48,0.3870967741935484,0.4897959183673469,0.10269914417379855,0.38095238095238093,0.5106382978723404,0.4368810399605122,0.4570332504227653,0.010076105231126578
6,Q6,Risky/offline,mean_finality_latency,100,19.39708333333333,0.8011779128132515,19.416666666666668,18.916666666666668,19.958333333333332,1.0416666666666643,18.291666666666668,21.625,19.238112253749264,19.556054412917398,0.15897107958406784
6,Q6,Risky/offline,mean_receipt_latency,100,33.632083333333334,1.169849779199131,33.666666666666664,32.916666666666664,34.458333333333336,1.5416666666666714,32.041666666666664,36.875,33.39995975706368,33.86420690960299,0.2321235762696543
6,Q6,Risky/offline,cross_shard_ratio_pct,100,12.249999999999998,6.149443598054752,12.5,8.333333333333334,16.666666666666668,8.333333333333334,4.166666666666667,29.166666666666668,11.029816976991517,13.47018302300848,1.2201830230084811
6,Q6,Risky/offline,reconfiguration_events,100,0.04,0.19694638556693236,0.0,0.0,0.0,0.0,0.0,1.0,0.0009215643204418325,0.07907843567955816,0.03907843567955817
6,Q6,Risky/offline,shard_load_std,100,2.71,1.1572782419508842,3.0,2.0,3.0,1.0,1.0,9.0,2.4803708894618928,2.939629110538107,0.2296291105381072
6,Q6,Risky/offline,eligible_validators,100,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,0.0
6,Q6,Risky/offline,committee_recoveries,100,1.15,0.5751591786697667,1.0,1.0,1.25,0.25,0.0,2.0,1.0358759407822926,1.2641240592177072,0.11412405921770721
6,Q6,Risky/offline,quarantine_events,100,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
6,Q6,Risky/offline,slashing_events,100,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
6,Q6,Risky/offline,reward_gini,100,59.9924,3.2403061708437493,60.515,58.667500000000004,62.0925,3.424999999999997,51.95,68.16,59.34945295674818,60.63534704325183,0.6429470432518241
6,Q6,Risky/offline,reward_hhi,100,23.224199999999996,2.2713481868393903,23.045,22.0025,24.32,2.317499999999999,18.91,30.07,22.773515242471817,23.674884757528176,0.45068475752817916
6,Q6,Risky/offline,nakamoto_coefficient,100,2.14,0.3487350880197771,2.0,2.0,2.0,0.0,2.0,3.0,2.0708033926738176,2.2091966073261826,0.0691966073261823
6,Q6,Risky/offline,owner_concentration_pct,100,35.5974,5.371349287815602,36.74,33.0825,39.067499999999995,5.984999999999992,23.27,55.26,34.531607769022465,36.663192230977536,1.0657922309775347
7,Q7,Hot shard,finality_success_pct,100,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0
7,Q7,Hot shard,receipt_success_pct,100,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0
7,Q7,Hot shard,logical_throughput,100,0.639749019607843,0.0017657134950436388,0.64,0.64,0.64,0.0,0.6274509803921569,0.64,0.6393986637429919,0.6400993754726941,0.0003503558648510488
7,Q7,Hot shard,mean_finality_latency,100,24.275,0.2532537629223768,24.25,24.0859375,24.5,0.4140625,23.625,24.8125,24.224748959055635,24.325251040944362,0.050251040944362765
7,Q7,Hot shard,mean_receipt_latency,100,40.74,0.3777226499066812,40.71875,40.4609375,41.0625,0.6015625,39.8125,41.5625,40.665051631505705,40.8149483684943,0.07494836849429785
7,Q7,Hot shard,cross_shard_ratio_pct,100,48.375,2.1059379733208545,48.4375,46.875,50.0,3.125,43.75,53.125,47.95713621743472,48.79286378256528,0.41786378256527834
7,Q7,Hot shard,reconfiguration_events,100,7.76,0.9652549775666385,8.0,7.0,8.0,1.0,7.0,13.0,7.568472471090911,7.9515275289090885,0.1915275289090891
7,Q7,Hot shard,shard_load_std,100,9.51,1.714436621544503,10.0,10.0,10.0,0.0,5.0,13.0,9.169818579311086,9.850181420688914,0.340181420688915
7,Q7,Hot shard,eligible_validators,100,10.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0
7,Q7,Hot shard,committee_recoveries,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Q7,Hot shard,quarantine_events,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Q7,Hot shard,slashing_events,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Q7,Hot shard,reward_gini,100,56.87179999999999,5.1891863825778435,56.92,53.625,59.85,6.225000000000001,44.66,69.18,55.84215284147476,57.90144715852523,1.0296471585252358
7,Q7,Hot shard,reward_hhi,100,23.957000000000004,3.613008623451003,22.73,21.4175,26.3925,4.974999999999998,18.87,33.19,23.240100704312066,24.673899295687942,0.7168992956879388
7,Q7,Hot shard,nakamoto_coefficient,100,1.98,0.19999999999999996,2.0,2.0,2.0,0.0,1.0,3.0,1.9403156609682717,2.0196843390317283,0.03968433903172834
7,Q7,Hot shard,owner_concentration_pct,100,40.593300000000006,5.194233409962601,38.82,36.77,45.43,8.659999999999997,34.61,53.84,39.562651401745576,41.62394859825444,1.0306485982544316
